referrer,views_total,views_unique
Google,5232,3023
github.com,273,146
Bing,111,67
charts.fluxcd.io,98,19
DuckDuckGo,92,55
search.brave.com,78,31
fluxcd.io,74,42
gitops.tech,59,43
cn.bing.com,29,9
dev.azure.com,24,1
