referrer,views_total,views_unique
Google,6768,3521
github.com,1121,426
DuckDuckGo,262,146
fluxcd.io,128,63
Bing,108,54
gitops.tech,99,66
charts.fluxcd.io,70,21
weave.works,31,22
StartPage,26,16
collabnix.github.io,25,18
