time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-23 00:00:00+00:00,67080,160,846,446
2022-06-24 00:00:00+00:00,66527,158,892,374
2022-06-25 00:00:00+00:00,64204,144,247,124
2022-06-26 00:00:00+00:00,62845,141,273,125
2022-06-27 00:00:00+00:00,65812,153,910,406
2022-06-28 00:00:00+00:00,66496,169,1110,473
2022-06-29 00:00:00+00:00,67876,147,932,456
2022-06-30 00:00:00+00:00,66978,150,841,389
2022-07-01 00:00:00+00:00,65705,134,620,323
2022-07-02 00:00:00+00:00,61663,134,179,87
2022-07-03 00:00:00+00:00,62175,129,218,114
2022-07-04 00:00:00+00:00,66501,150,749,316
2022-07-05 00:00:00+00:00,66874,158,871,435
2022-07-06 00:00:00+00:00,63451,159,932,398
