referrer,views_total,views_unique
Google,5285,2722
github.com,650,282
DuckDuckGo,133,60
fluxcd.io,83,46
Bing,71,53
gitops.tech,53,38
weave.works,25,17
cn.bing.com,24,12
charts.fluxcd.io,22,6
gitlab.core.sapns2.us,14,1
