referrer,views_total,views_unique
Google,5555,2847
github.com,345,154
DuckDuckGo,127,73
fluxcd.io,115,46
Bing,112,59
gitops.tech,66,59
search.brave.com,38,20
pkg.go.dev,31,4
yandex.ru,24,14
charts.fluxcd.io,21,13
