referrer,views_total,views_unique
Google,6183,3177
github.com,328,185
fluxcd.io,153,71
DuckDuckGo,150,95
Bing,108,77
gitops.tech,65,46
charts.fluxcd.io,56,18
fluxcd.github.io,51,2
cn.bing.com,34,28
search.brave.com,30,22
