time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-28 00:00:00+00:00,47226,186,879,395
2022-07-29 00:00:00+00:00,46890,149,661,351
2022-07-30 00:00:00+00:00,43107,136,126,76
2022-07-31 00:00:00+00:00,42909,139,151,93
2022-08-01 00:00:00+00:00,46997,170,646,385
2022-08-02 00:00:00+00:00,46197,193,766,401
2022-08-03 00:00:00+00:00,52047,187,772,401
2022-08-04 00:00:00+00:00,61354,200,942,465
2022-08-05 00:00:00+00:00,61947,169,653,370
2022-08-06 00:00:00+00:00,57636,164,199,120
2022-08-07 00:00:00+00:00,57667,160,246,127
2022-08-08 00:00:00+00:00,60215,168,896,428
2022-08-09 00:00:00+00:00,47985,176,840,468
2022-08-10 00:00:00+00:00,42730,172,1061,500
