referrer,views_total,views_unique
Google,6119,3294
github.com,463,198
fluxcd.io,179,75
Bing,136,54
DuckDuckGo,118,72
charts.fluxcd.io,88,16
search.brave.com,46,35
gitops.tech,43,40
statics.teams.cdn.office.net,24,8
medium.com,20,19
