time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-10 00:00:00+00:00,66438,148,922,409
2022-06-11 00:00:00+00:00,63858,140,290,124
2022-06-12 00:00:00+00:00,62565,136,217,98
2022-06-13 00:00:00+00:00,66377,165,844,428
2022-06-14 00:00:00+00:00,67498,158,896,465
2022-06-15 00:00:00+00:00,66577,160,855,416
2022-06-16 00:00:00+00:00,67840,167,760,374
2022-06-17 00:00:00+00:00,68740,156,841,387
2022-06-18 00:00:00+00:00,66405,143,218,109
2022-06-19 00:00:00+00:00,66433,138,203,91
2022-06-20 00:00:00+00:00,68634,147,788,400
2022-06-21 00:00:00+00:00,64737,176,906,440
2022-06-22 00:00:00+00:00,66068,186,872,450
2022-06-23 00:00:00+00:00,61697,156,802,425
