referrer,views_total,views_unique
Google,5619,3126
github.com,377,190
fluxcd.io,196,72
DuckDuckGo,166,83
Bing,106,75
charts.fluxcd.io,82,15
search.brave.com,55,32
gitops.tech,44,41
cn.bing.com,18,15
collabnix.github.io,16,15
