referrer,views_total,views_unique
Google,5096,2891
github.com,224,127
DuckDuckGo,126,68
Bing,112,57
fluxcd.io,79,44
charts.fluxcd.io,71,14
search.brave.com,55,28
gitops.tech,45,34
cn.bing.com,25,24
dev.azure.com,24,1
