time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-22 00:00:00+00:00,56117,153,1201,593
2022-03-23 00:00:00+00:00,55977,144,1222,621
2022-03-24 00:00:00+00:00,59586,152,1044,552
2022-03-25 00:00:00+00:00,64865,129,847,451
2022-03-26 00:00:00+00:00,61669,122,377,179
2022-03-27 00:00:00+00:00,62098,133,357,177
2022-03-28 00:00:00+00:00,65532,162,1122,594
2022-03-29 00:00:00+00:00,64478,166,1345,625
2022-03-30 00:00:00+00:00,65830,168,1559,643
2022-03-31 00:00:00+00:00,69547,168,1179,536
2022-04-01 00:00:00+00:00,69707,135,1019,533
2022-04-02 00:00:00+00:00,66186,122,275,174
2022-04-03 00:00:00+00:00,65254,126,324,153
2022-04-04 00:00:00+00:00,65933,142,1293,581
