referrer,views_total,views_unique
Google,5438,3168
github.com,402,189
fluxcd.io,184,74
DuckDuckGo,131,81
Bing,112,71
charts.fluxcd.io,111,16
search.brave.com,59,30
gitops.tech,51,43
cn.bing.com,34,14
hub.docker.com,21,4
