referrer,views_total,views_unique
Google,5960,2726
github.com,524,217
fluxcd.io,240,69
DuckDuckGo,188,74
Bing,75,55
charts.fluxcd.io,58,11
gitops.tech,40,33
collabnix.github.io,22,16
developer.aliyun.com,21,3
medium.com,15,10
