time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-07 00:00:00+00:00,58255,121,286,158
2022-05-08 00:00:00+00:00,57981,123,299,172
2022-05-09 00:00:00+00:00,61232,139,933,478
2022-05-10 00:00:00+00:00,61199,152,1119,549
2022-05-11 00:00:00+00:00,62356,143,1181,591
2022-05-12 00:00:00+00:00,62403,145,1274,594
2022-05-13 00:00:00+00:00,61496,121,973,524
2022-05-14 00:00:00+00:00,57803,121,366,188
2022-05-15 00:00:00+00:00,57826,118,319,166
2022-05-16 00:00:00+00:00,61838,158,1029,562
2022-05-17 00:00:00+00:00,62510,151,1120,557
2022-05-18 00:00:00+00:00,62342,151,1164,579
2022-05-19 00:00:00+00:00,61346,160,1476,645
2022-05-20 00:00:00+00:00,56643,125,1060,488
