referrer,views_total,views_unique
Google,5743,3058
github.com,343,169
DuckDuckGo,164,96
fluxcd.io,153,71
Bing,93,68
charts.fluxcd.io,57,19
gitops.tech,53,37
search.brave.com,36,28
cn.bing.com,31,24
fluxcd.github.io,25,1
