time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-05 00:00:00+00:00,61820,122,175,96
2022-06-06 00:00:00+00:00,64669,134,795,369
2022-06-07 00:00:00+00:00,66190,160,841,451
2022-06-08 00:00:00+00:00,67026,175,890,472
2022-06-09 00:00:00+00:00,67233,165,758,421
2022-06-10 00:00:00+00:00,66438,148,922,409
2022-06-11 00:00:00+00:00,63858,140,290,124
2022-06-12 00:00:00+00:00,62565,136,217,98
2022-06-13 00:00:00+00:00,66377,165,844,428
2022-06-14 00:00:00+00:00,67498,158,896,465
2022-06-15 00:00:00+00:00,66577,160,855,416
2022-06-16 00:00:00+00:00,67840,167,760,374
2022-06-17 00:00:00+00:00,68740,156,841,387
2022-06-18 00:00:00+00:00,60898,138,208,103
