time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-14 00:00:00+00:00,55157,156,888,481
2022-04-15 00:00:00+00:00,56023,131,615,312
2022-04-16 00:00:00+00:00,53551,131,275,141
2022-04-17 00:00:00+00:00,52883,134,279,139
2022-04-18 00:00:00+00:00,57371,169,807,358
2022-04-19 00:00:00+00:00,58508,164,992,495
2022-04-20 00:00:00+00:00,58198,151,1132,558
2022-04-21 00:00:00+00:00,57986,127,940,562
2022-04-22 00:00:00+00:00,55014,135,1110,506
2022-04-23 00:00:00+00:00,49312,125,233,144
2022-04-24 00:00:00+00:00,49604,128,288,149
2022-04-25 00:00:00+00:00,53721,149,1050,500
2022-04-26 00:00:00+00:00,54417,148,1108,541
2022-04-27 00:00:00+00:00,55141,149,1198,492
