referrer,views_total,views_unique
Google,6600,3407
github.com,1068,421
DuckDuckGo,219,131
fluxcd.io,125,65
Bing,103,59
gitops.tech,85,61
charts.fluxcd.io,44,17
weave.works,29,21
libhunt.com,24,2
medium.com,22,19
