url_path,views_total,views_unique
/fluxcd/flux,1334,1004
/fluxcd/flux/issues/3111,469,377
/fluxcd/flux/issues/2512,386,326
/fluxcd/flux/releases,275,167
/fluxcd/flux/issues,127,74
/fluxcd/flux/search,121,43
/fluxcd/flux/tree/master/chart/flux,112,63
/fluxcd/flux/issues/3582,100,88
/fluxcd/flux/issues/1071,78,61
/fluxcd/flux/issues/3564,68,64
