referrer,views_total,views_unique
Google,7221,3465
github.com,902,395
DuckDuckGo,237,152
fluxcd.io,128,65
gitops.tech,101,71
Bing,92,65
charts.fluxcd.io,64,11
collabnix.github.io,25,15
engine.presearch.org,24,15
weave.works,24,14
