referrer,views_total,views_unique
Google,4778,2573
github.com,745,312
DuckDuckGo,106,59
fluxcd.io,77,48
gitops.tech,57,40
Bing,54,44
weave.works,21,13
medium.com,19,15
presearch.com,15,11
youtube.com,15,4
