referrer,views_total,views_unique
Google,4838,2692
github.com,251,164
DuckDuckGo,117,75
Bing,94,50
fluxcd.io,68,22
gitops.tech,57,53
search.brave.com,35,24
charts.fluxcd.io,33,19
weave.works,33,10
cn.bing.com,27,19
