time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-10 00:00:00+00:00,55972,150,1277,611
2022-03-11 00:00:00+00:00,57582,138,980,485
2022-03-12 00:00:00+00:00,54723,128,358,177
2022-03-13 00:00:00+00:00,54412,133,393,201
2022-03-14 00:00:00+00:00,57415,148,1201,607
2022-03-15 00:00:00+00:00,58238,149,1151,598
2022-03-16 00:00:00+00:00,60008,153,1167,557
2022-03-17 00:00:00+00:00,56888,145,1083,591
2022-03-18 00:00:00+00:00,56199,136,1013,495
2022-03-19 00:00:00+00:00,53365,141,293,169
2022-03-20 00:00:00+00:00,53044,137,265,166
2022-03-21 00:00:00+00:00,55901,145,1115,556
2022-03-22 00:00:00+00:00,56117,153,1201,593
2022-03-23 00:00:00+00:00,51406,134,1203,611
