referrer,views_total,views_unique
Google,5159,2760
github.com,680,313
DuckDuckGo,110,59
Bing,73,55
fluxcd.io,66,48
gitops.tech,64,42
charts.fluxcd.io,23,8
youtube.com,20,5
weave.works,17,15
medium.com,17,12
