url_path,views_total,views_unique
/fluxcd/flux,1686,1130
/fluxcd/flux/releases,415,233
/fluxcd/flux/tags,158,30
/fluxcd/flux/search,155,44
/fluxcd/flux/issues/2512,145,121
/fluxcd/flux/tree/master/chart/flux,143,87
/fluxcd/flux/issues/3111,136,113
/fluxcd/flux/issues,133,60
/fluxcd/flux/issues/3582,116,107
/fluxcd/flux/issues/1071,93,67
