time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-13 00:00:00+00:00,68871,179,821,408
2022-07-14 00:00:00+00:00,64355,192,789,393
2022-07-15 00:00:00+00:00,62415,161,703,339
2022-07-16 00:00:00+00:00,61081,149,131,87
2022-07-17 00:00:00+00:00,60532,149,173,103
2022-07-18 00:00:00+00:00,64379,173,924,406
2022-07-19 00:00:00+00:00,64720,174,853,422
2022-07-20 00:00:00+00:00,63388,197,972,431
2022-07-21 00:00:00+00:00,57568,190,932,447
2022-07-22 00:00:00+00:00,45077,158,699,332
2022-07-23 00:00:00+00:00,40368,148,214,100
2022-07-24 00:00:00+00:00,40498,139,232,124
2022-07-25 00:00:00+00:00,46726,168,873,385
2022-07-26 00:00:00+00:00,42923,168,1086,412
