referrer,views_total,views_unique
Google,5333,2933
github.com,334,167
fluxcd.io,142,68
Bing,140,82
DuckDuckGo,95,61
search.brave.com,68,36
charts.fluxcd.io,43,12
gitops.tech,38,34
cn.bing.com,29,22
statics.teams.cdn.office.net,27,8
