referrer,views_total,views_unique
Google,5395,3001
github.com,372,175
Bing,167,85
fluxcd.io,162,71
DuckDuckGo,88,57
search.brave.com,64,33
charts.fluxcd.io,58,14
gitops.tech,35,30
statics.teams.cdn.office.net,30,9
cn.bing.com,28,22
