referrer,views_total,views_unique
Google,7204,3689
github.com,1176,450
DuckDuckGo,270,153
fluxcd.io,124,66
Bing,114,60
gitops.tech,110,75
charts.fluxcd.io,72,23
weave.works,32,22
StartPage,28,15
collabnix.github.io,27,19
