time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-08 00:00:00+00:00,60215,168,896,428
2022-08-09 00:00:00+00:00,47985,176,840,468
2022-08-10 00:00:00+00:00,46202,176,1142,535
2022-08-11 00:00:00+00:00,46350,162,890,477
2022-08-12 00:00:00+00:00,45823,159,657,404
2022-08-13 00:00:00+00:00,42484,145,292,119
2022-08-14 00:00:00+00:00,41426,140,161,106
2022-08-15 00:00:00+00:00,43173,174,709,386
2022-08-16 00:00:00+00:00,40368,198,945,499
2022-08-17 00:00:00+00:00,40968,175,865,452
2022-08-18 00:00:00+00:00,41336,182,804,465
2022-08-19 00:00:00+00:00,41994,158,652,397
2022-08-20 00:00:00+00:00,38528,153,249,122
2022-08-21 00:00:00+00:00,35019,138,221,127
