referrer,views_total,views_unique
Google,7211,3751
github.com,1170,456
DuckDuckGo,271,156
fluxcd.io,124,66
Bing,114,60
gitops.tech,106,74
charts.fluxcd.io,71,23
weave.works,32,22
collabnix.github.io,28,20
StartPage,28,15
