time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-18 00:00:00+00:00,64379,173,924,406
2022-07-19 00:00:00+00:00,64720,174,853,422
2022-07-20 00:00:00+00:00,63388,197,972,431
2022-07-21 00:00:00+00:00,57568,190,932,447
2022-07-22 00:00:00+00:00,45077,158,699,332
2022-07-23 00:00:00+00:00,40368,148,214,100
2022-07-24 00:00:00+00:00,40498,139,232,124
2022-07-25 00:00:00+00:00,46726,168,873,385
2022-07-26 00:00:00+00:00,46567,177,1117,430
2022-07-27 00:00:00+00:00,48102,185,944,415
2022-07-28 00:00:00+00:00,47226,186,879,395
2022-07-29 00:00:00+00:00,46890,149,661,351
2022-07-30 00:00:00+00:00,43107,136,126,76
2022-07-31 00:00:00+00:00,39335,134,145,87
