referrer,views_total,views_unique
Google,5881,3049
github.com,327,168
fluxcd.io,137,63
DuckDuckGo,110,81
Bing,93,62
gitops.tech,65,57
charts.fluxcd.io,32,8
search.brave.com,31,16
yandex.ru,25,13
cn.bing.com,21,17
