referrer,views_total,views_unique
Google,6063,3080
github.com,798,332
DuckDuckGo,249,138
fluxcd.io,122,63
charts.fluxcd.io,112,23
Bing,82,57
gitops.tech,78,66
agiratech.com,35,5
medium.com,30,19
gimlet.io,23,1
