time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-24 00:00:00+00:00,51686,144,146,103
2022-09-25 00:00:00+00:00,49157,140,175,123
2022-09-26 00:00:00+00:00,54538,164,1000,419
2022-09-27 00:00:00+00:00,55222,170,797,473
2022-09-28 00:00:00+00:00,56197,146,766,424
2022-09-29 00:00:00+00:00,56491,163,730,426
2022-09-30 00:00:00+00:00,55456,159,589,392
2022-10-01 00:00:00+00:00,50657,148,213,130
2022-10-02 00:00:00+00:00,49987,137,236,123
2022-10-03 00:00:00+00:00,55014,140,845,399
2022-10-04 00:00:00+00:00,55022,149,645,377
2022-10-05 00:00:00+00:00,54399,142,698,416
2022-10-06 00:00:00+00:00,53985,158,903,446
2022-10-07 00:00:00+00:00,50701,153,609,377
