referrer,views_total,views_unique
Google,5519,3210
github.com,378,187
fluxcd.io,196,77
DuckDuckGo,130,80
charts.fluxcd.io,117,17
Bing,104,70
search.brave.com,51,29
gitops.tech,42,37
hub.docker.com,21,4
collabnix.github.io,20,19
