referrer,views_total,views_unique
Google,5151,2655
github.com,309,138
fluxcd.io,116,48
DuckDuckGo,115,71
Bing,82,52
gitops.tech,62,54
search.brave.com,34,16
pkg.go.dev,28,2
yandex.ru,22,11
charts.fluxcd.io,19,9
