referrer,views_total,views_unique
Google,5831,3112
github.com,435,169
fluxcd.io,159,68
DuckDuckGo,121,74
Bing,112,53
charts.fluxcd.io,78,16
gitops.tech,53,42
search.brave.com,37,28
medium.com,18,15
cn.bing.com,17,16
