url_path,views_total,views_unique
/fluxcd/flux,1406,1037
/fluxcd/flux/issues/3111,498,397
/fluxcd/flux/releases,382,214
/fluxcd/flux/issues/2512,303,257
/fluxcd/flux/search,152,49
/fluxcd/flux/tree/master/chart/flux,118,74
/fluxcd/flux/issues/3582,114,106
/fluxcd/flux/issues,114,70
/fluxcd/flux/issues/1071,78,58
/fluxcd/flux/issues/3564,72,65
