referrer,views_total,views_unique
Google,5689,2971
github.com,318,170
DuckDuckGo,157,94
fluxcd.io,146,69
Bing,95,72
charts.fluxcd.io,55,17
gitops.tech,54,38
search.brave.com,31,23
cn.bing.com,30,24
fluxcd.github.io,25,1
