time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-08 00:00:00+00:00,103207,1125,2068,845
2025-12-09 00:00:00+00:00,109670,1401,2254,894
2025-12-10 00:00:00+00:00,107899,1321,1925,871
2025-12-11 00:00:00+00:00,106990,1183,1805,793
2025-12-12 00:00:00+00:00,107589,1084,1128,597
2025-12-13 00:00:00+00:00,104557,1091,370,234
2025-12-14 00:00:00+00:00,103680,929,362,220
2025-12-15 00:00:00+00:00,108381,1261,1532,747
2025-12-16 00:00:00+00:00,109923,1230,1537,770
2025-12-17 00:00:00+00:00,110417,1118,1891,855
2025-12-18 00:00:00+00:00,112406,1370,2647,824
2025-12-19 00:00:00+00:00,111117,1197,1613,677
2025-12-20 00:00:00+00:00,108683,1077,1153,323
2025-12-21 00:00:00+00:00,99028,977,466,263
