referrer,views_total,views_unique
Google,16623,7799
github.com,1025,344
fluxcd.io,783,311
Bing,602,272
DuckDuckGo,462,187
search.brave.com,183,82
cn.bing.com,57,34
learn.microsoft.com,45,23
yandex.ru,40,26
ecosia.org,33,15
