referrer,views_total,views_unique
Google,5730,3138
github.com,1784,620
fluxcd.io,579,298
Bing,164,102
linkedin.com,155,85
DuckDuckGo,119,77
search.brave.com,110,59
com.linkedin.android,90,56
statics.teams.cdn.office.net,48,39
kagi.com,31,23
