referrer,views_total,views_unique
Google,16227,6632
fluxcd.io,1238,394
github.com,883,281
Bing,555,223
DuckDuckGo,414,164
statics.teams.cdn.office.net,166,44
search.brave.com,75,31
v2-0.docs.fluxcd.io,30,8
linkedin.com,29,26
chat.openai.com,25,11
