referrer,views_total,views_unique
Google,8160,3618
fluxcd.io,2834,714
github.com,1151,393
Bing,210,89
DuckDuckGo,209,105
golang.ch,132,107
heise.de,46,30
search.brave.com,44,19
statics.teams.cdn.office.net,43,19
landscape.cncf.io,39,32
