url_path,views_total,views_unique
/fluxcd/flux2,3784,2369
/fluxcd/flux2/releases,2187,986
/fluxcd/flux2/releases/tag/v2.0.0,787,447
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,596,65
/fluxcd/flux2/issues,558,273
/fluxcd/flux2/tree/main/manifests,514,128
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,424,69
/fluxcd/flux2/releases/tag/v2.0.1,413,304
/fluxcd/flux2/blob/main/manifests/monitoring/kube-prometheus-stack/release.yaml,362,63
/fluxcd/flux2/tree/main/cmd/flux,318,94
