referrer,views_total,views_unique
Google,6357,3497
github.com,1810,625
fluxcd.io,591,294
Bing,196,119
DuckDuckGo,187,112
search.brave.com,129,60
statics.teams.cdn.office.net,111,59
theconsensus.dev,46,22
chatgpt.com,44,31
ecosia.org,42,26
