url_path,views_total,views_unique
/fluxcd/flux2,3913,2112
/fluxcd/flux2/releases,1756,725
/fluxcd/flux2/issues,1091,290
/fluxcd/flux2/issues/2817,489,368
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,428,109
/fluxcd/flux2/search,392,99
/fluxcd/flux2/releases/tag/v0.31.1,383,260
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config/dashboards,345,109
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,332,95
/fluxcd/flux2/tree/main/manifests/monitoring,325,98
