time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-10 00:00:00+00:00,142935,1541,3243,727
2026-04-11 00:00:00+00:00,139240,1098,1953,424
2026-04-12 00:00:00+00:00,139308,1041,1706,362
2026-04-13 00:00:00+00:00,142841,1550,2335,883
2026-04-14 00:00:00+00:00,142901,1253,2057,817
2026-04-15 00:00:00+00:00,141142,1091,2017,757
2026-04-16 00:00:00+00:00,141526,1147,2336,685
2026-04-17 00:00:00+00:00,142508,1121,2526,599
2026-04-18 00:00:00+00:00,139802,1049,1529,268
2026-04-19 00:00:00+00:00,139249,904,1246,280
2026-04-20 00:00:00+00:00,143792,1033,2555,665
2026-04-21 00:00:00+00:00,144868,1282,3124,706
2026-04-22 00:00:00+00:00,142264,1136,2063,669
2026-04-23 00:00:00+00:00,141020,1090,2079,609
