referrer,views_total,views_unique
Google,15878,7051
fluxcd.io,908,420
github.com,599,271
DuckDuckGo,460,202
Bing,409,198
search.brave.com,192,91
statics.teams.cdn.office.net,154,80
chatgpt.com,80,56
yandex.ru,50,20
ecosia.org,27,15
