time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-15 00:00:00+00:00,48779,526,2382,724
2022-06-16 00:00:00+00:00,48546,540,2262,651
2022-06-17 00:00:00+00:00,48821,488,1803,624
2022-06-18 00:00:00+00:00,48330,460,715,192
2022-06-19 00:00:00+00:00,46949,487,497,177
2022-06-20 00:00:00+00:00,47203,549,1686,655
2022-06-21 00:00:00+00:00,46532,556,2508,705
2022-06-22 00:00:00+00:00,45686,606,2466,755
2022-06-23 00:00:00+00:00,45340,574,2217,761
2022-06-24 00:00:00+00:00,45590,587,2232,616
2022-06-25 00:00:00+00:00,44633,467,554,224
2022-06-26 00:00:00+00:00,44558,431,862,203
2022-06-27 00:00:00+00:00,45381,532,2538,731
2022-06-28 00:00:00+00:00,41505,583,2725,823
