url_path,views_total,views_unique
/fluxcd/flux2,4164,2222
/fluxcd/flux2/releases,1929,773
/fluxcd/flux2/issues,1130,309
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,467,117
/fluxcd/flux2/issues/2817,459,345
/fluxcd/flux2/search,412,104
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config/dashboards,389,121
/fluxcd/flux2/tree/main/manifests/monitoring,379,107
/fluxcd/flux2/releases/tag/v0.31.1,363,247
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,361,98
