referrer,views_total,views_unique
Google,2964,1709
github.com,1251,643
fluxcd.io,312,174
DuckDuckGo,130,67
Bing,78,53
search.brave.com,78,40
teams.public.onecdn.static.microsoft,32,19
Baidu,19,17
ecosia.org,18,15
lists.apache.org,17,13
