url_path,views_total,views_unique
/fluxcd/flux2,3850,2347
/fluxcd/flux2/releases,2089,957
/fluxcd/flux2/issues,670,290
/fluxcd/flux2/releases/tag/v2.0.0,656,367
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,619,78
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,599,77
/fluxcd/flux2/tree/main/manifests,562,128
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config/dashboards,377,67
/fluxcd/flux2/releases/tag/v2.0.1,370,259
/fluxcd/flux2/blob/main/manifests/monitoring/kube-prometheus-stack/release.yaml,344,67
