time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-23 00:00:00+00:00,131471,1221,1154,480
2026-06-24 00:00:00+00:00,132551,1347,793,400
2026-06-25 00:00:00+00:00,131253,1485,888,450
2026-06-26 00:00:00+00:00,130847,1466,758,379
2026-06-27 00:00:00+00:00,126978,1307,630,187
2026-06-28 00:00:00+00:00,129236,1191,252,133
2026-06-29 00:00:00+00:00,132751,1497,631,377
2026-06-30 00:00:00+00:00,135338,1533,1944,522
2026-07-01 00:00:00+00:00,130777,1341,2104,511
2026-07-02 00:00:00+00:00,132985,1533,1576,473
2026-07-03 00:00:00+00:00,129686,1205,2061,484
2026-07-04 00:00:00+00:00,128210,1076,1094,244
2026-07-05 00:00:00+00:00,128168,1081,1159,280
2026-07-06 00:00:00+00:00,131242,1398,1656,575
