url_path,views_total,views_unique
/fluxcd/flux2,4094,2172
/fluxcd/flux2/releases,1745,695
/fluxcd/flux2/issues,1106,274
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,452,115
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config/dashboards,389,116
/fluxcd/flux2/search,386,95
/fluxcd/flux2/tree/main/manifests/monitoring,372,99
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,353,100
/fluxcd/flux2/tree/main/manifests,322,140
/fluxcd/flux2/discussions,312,77
