referrer,views_total,views_unique
Google,15487,5770
github.com,1302,250
fluxcd.io,1190,376
Bing,568,184
DuckDuckGo,360,158
statics.teams.cdn.office.net,92,45
search.brave.com,68,29
cncf.io,43,28
landscape.cncf.io,43,21
servicedesk.paycomhq.com,37,1
