referrer,views_total,views_unique
Google,13654,6314
fluxcd.io,807,322
github.com,759,266
Bing,425,196
DuckDuckGo,394,166
linkedin.com,138,103
search.brave.com,126,66
statics.teams.cdn.office.net,106,51
chatgpt.com,94,45
ecosia.org,55,23
