referrer,views_total,views_unique
Google,3152,1857
github.com,1283,707
fluxcd.io,495,214
search.brave.com,102,49
DuckDuckGo,95,57
Bing,89,68
ecosia.org,30,16
teams.public.onecdn.static.microsoft,27,23
octopus.com,27,22
learn.microsoft.com,17,12
