url_path,views_total,views_unique
/fluxcd/flux2,3778,2303
/fluxcd/flux2/releases,2121,957
/fluxcd/flux2/releases/tag/v2.0.0,768,431
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,590,70
/fluxcd/flux2/tree/main/manifests,587,132
/fluxcd/flux2/issues,561,281
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,464,70
/fluxcd/flux2/releases/tag/v2.0.1,378,278
/fluxcd/flux2/blob/main/manifests/monitoring/kube-prometheus-stack/release.yaml,354,67
/fluxcd/flux2/tree/main/cmd/flux,317,94
