referrer,views_total,views_unique
Google,14872,7154
github.com,588,282
fluxcd.io,552,275
DuckDuckGo,459,179
Bing,349,159
cncf.io,248,9
search.brave.com,167,58
statics.teams.cdn.office.net,74,45
chatgpt.com,72,28
ecosia.org,66,20
