referrer,views_total,views_unique
Google,3150,1782
github.com,1591,778
fluxcd.io,453,224
Bing,156,74
DuckDuckGo,114,68
search.brave.com,64,36
teams.public.onecdn.static.microsoft,60,38
chatgpt.com,27,14
yandex.ru,27,12
mail-archive.com,17,8
