referrer,views_total,views_unique
Google,3023,1908
github.com,1056,503
fluxcd.io,357,204
Bing,105,64
DuckDuckGo,93,65
search.brave.com,90,53
chatgpt.com,36,20
statics.teams.cdn.office.net,30,24
learn.microsoft.com,21,19
cncf.io,18,10
